TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-21,2026-09-21,FO,NSE,STO,78393,,ABCAPITAL,,2026-09-29,2026-09-29,350.00,CE,ABCAPITAL26SEP350CE,0.00,0.00,0.00,46.20,46.20,46.20,403.40,53.91,27900,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78395,,ABCAPITAL,,2026-09-29,2026-09-29,360.00,CE,ABCAPITAL26SEP360CE,44.85,44.85,42.70,42.70,42.70,30.15,403.40,44.09,27900,3100,2,2503405.00,2,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78460,,ABCAPITAL,,2026-09-29,2026-09-29,390.00,CE,ABCAPITAL26SEP390CE,15.10,15.55,13.10,14.05,14.05,15.55,403.40,17.94,713000,-9300,44,55099245.00,44,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52974,,ABCAPITAL,,2026-09-29,2026-09-29,425.00,CE,ABCAPITAL26SEP425CE,1.00,1.00,0.50,0.55,0.55,0.95,403.40,0.55,387500,-27900,143,188684290.00,84,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78473,,ABCAPITAL,,2026-09-29,2026-09-29,450.00,PE,ABCAPITAL26SEP450PE,0.00,0.00,0.00,51.50,51.50,51.50,403.40,46.36,43400,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67202,,ABCAPITAL,,2026-11-23,2026-11-23,440.00,PE,ABCAPITAL26NOV440PE,0.00,0.00,0.00,46.15,0.00,46.15,403.40,46.58,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67189,,ABCAPITAL,,2026-11-23,2026-11-23,380.00,PE,ABCAPITAL26NOV380PE,0.00,0.00,0.00,6.30,6.30,6.30,403.40,14.39,3100,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67187,,ABCAPITAL,,2026-11-23,2026-11-23,370.00,PE,ABCAPITAL26NOV370PE,0.00,0.00,0.00,13.10,0.00,13.10,403.40,11.07,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67175,,ABCAPITAL,,2026-11-23,2026-11-23,340.00,PE,ABCAPITAL26NOV340PE,0.00,0.00,0.00,5.95,0.00,5.95,403.40,4.28,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53044,,ABCAPITAL,,2026-10-27,2026-10-27,410.00,PE,ABCAPITAL26OCT410PE,14.90,14.90,14.00,14.10,14.10,14.00,403.40,22.45,49600,18600,7,9209015.00,6,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,66936,,ABCAPITAL,,2026-10-27,2026-10-27,355.00,PE,ABCAPITAL26OCT355PE,0.00,0.00,0.00,6.00,0.00,6.00,403.40,3.50,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53019,,ABCAPITAL,,2026-10-27,2026-10-27,320.00,PE,ABCAPITAL26OCT320PE,0.00,0.00,0.00,5.30,0.00,5.30,403.40,0.52,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52986,,ABCAPITAL,,2026-09-29,2026-09-29,465.00,PE,ABCAPITAL26SEP465PE,0.00,0.00,0.00,75.35,0.00,75.35,403.40,61.07,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,66961,,ABCAPITAL,,2026-10-27,2026-10-27,385.00,CE,ABCAPITAL26OCT385CE,0.00,0.00,0.00,25.10,25.10,25.10,403.40,31.85,6200,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52990,,ABCAPITAL,,2026-09-29,2026-09-29,485.00,PE,ABCAPITAL26SEP485PE,0.00,0.00,0.00,81.60,81.60,81.60,403.40,80.98,15500,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,66938,,ABCAPITAL,,2026-10-27,2026-10-27,365.00,PE,ABCAPITAL26OCT365PE,0.00,0.00,0.00,8.20,0.00,8.20,403.40,5.36,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67129,,ABCAPITAL,,2026-10-27,2026-10-27,425.00,PE,ABCAPITAL26OCT425PE,0.00,0.00,0.00,32.85,0.00,32.85,403.40,31.57,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53052,,ABCAPITAL,,2026-10-27,2026-10-27,450.00,PE,ABCAPITAL26OCT450PE,0.00,0.00,0.00,65.95,0.00,65.95,403.40,50.03,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67191,,ABCAPITAL,,2026-11-23,2026-11-23,390.00,PE,ABCAPITAL26NOV390PE,0.00,0.00,0.00,20.10,0.00,20.10,403.40,18.31,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67136,,ABCAPITAL,,2026-10-27,2026-10-27,455.00,CE,ABCAPITAL26OCT455CE,0.00,0.00,0.00,13.20,0.00,13.20,403.40,5.35,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53045,,ABCAPITAL,,2026-10-27,2026-10-27,420.00,CE,ABCAPITAL26OCT420CE,6.80,6.80,5.95,6.15,6.15,7.25,403.40,14.37,99200,0,11,14537140.00,11,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67192,,ABCAPITAL,,2026-11-23,2026-11-23,400.00,CE,ABCAPITAL26NOV400CE,20.45,20.70,20.15,20.15,20.15,21.05,403.40,30.59,43400,6200,4,5214200.00,4,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78472,,ABCAPITAL,,2026-09-29,2026-09-29,450.00,CE,ABCAPITAL26SEP450CE,0.20,0.25,0.15,0.20,0.20,0.15,403.40,0.20,957900,248000,111,154913975.00,35,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53055,,ABCAPITAL,,2026-10-27,2026-10-27,460.00,CE,ABCAPITAL26OCT460CE,0.00,0.00,0.00,1.85,1.85,1.85,403.40,4.58,6200,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67174,,ABCAPITAL,,2026-11-23,2026-11-23,340.00,CE,ABCAPITAL26NOV340CE,0.00,0.00,0.00,81.85,0.00,81.85,403.40,71.38,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67190,,ABCAPITAL,,2026-11-23,2026-11-23,390.00,CE,ABCAPITAL26NOV390CE,0.00,0.00,0.00,46.75,0.00,46.75,403.40,35.96,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67226,,ABCAPITAL,,2026-11-23,2026-11-23,450.00,CE,ABCAPITAL26NOV450CE,0.00,0.00,0.00,20.20,0.00,20.20,403.40,12.09,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78468,,ABCAPITAL,,2026-09-29,2026-09-29,430.00,CE,ABCAPITAL26SEP430CE,0.60,0.60,0.30,0.35,0.30,0.60,403.40,0.35,719200,-12400,88,117409090.00,70,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52987,,ABCAPITAL,,2026-09-29,2026-09-29,475.00,CE,ABCAPITAL26SEP475CE,0.00,0.00,0.00,1.05,1.05,1.05,403.40,0.03,3100,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67130,,ABCAPITAL,,2026-10-27,2026-10-27,435.00,CE,ABCAPITAL26OCT435CE,0.00,0.00,0.00,19.35,0.00,19.35,403.40,9.62,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78394,,ABCAPITAL,,2026-09-29,2026-09-29,350.00,PE,ABCAPITAL26SEP350PE,0.10,0.10,0.05,0.10,0.05,0.10,403.40,0.10,213900,-15500,15,16278720.00,13,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78458,,ABCAPITAL,,2026-09-29,2026-09-29,380.00,PE,ABCAPITAL26SEP380PE,0.75,0.75,0.45,0.50,0.45,0.75,403.40,0.50,889700,-58900,130,153369710.00,66,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67196,,ABCAPITAL,,2026-11-23,2026-11-23,410.00,PE,ABCAPITAL26NOV410PE,0.00,0.00,0.00,29.10,0.00,29.10,403.40,27.94,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67200,,ABCAPITAL,,2026-11-23,2026-11-23,430.00,PE,ABCAPITAL26NOV430PE,0.00,0.00,0.00,40.00,0.00,40.00,403.40,39.85,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52985,,ABCAPITAL,,2026-09-29,2026-09-29,465.00,CE,ABCAPITAL26SEP465CE,0.00,0.00,0.00,0.15,0.15,0.15,403.40,0.08,6200,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53047,,ABCAPITAL,,2026-10-27,2026-10-27,430.00,CE,ABCAPITAL26OCT430CE,4.40,4.40,3.85,3.85,3.85,4.70,403.40,11.04,89900,-15500,20,26908620.00,13,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52977,,ABCAPITAL,,2026-09-29,2026-09-29,435.00,PE,ABCAPITAL26SEP435PE,0.00,0.00,0.00,36.45,36.45,36.45,403.40,32.30,43400,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52967,,ABCAPITAL,,2026-09-29,2026-09-29,395.00,PE,ABCAPITAL26SEP395PE,2.75,3.30,2.15,2.30,2.20,2.90,403.40,2.30,626200,-139500,280,345160045.00,229,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67252,,ABCAPITAL,,2026-11-23,2026-11-23,460.00,CE,ABCAPITAL26NOV460CE,0.00,0.00,0.00,17.30,0.00,17.30,403.40,9.83,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53058,,ABCAPITAL,,2026-10-27,2026-10-27,470.00,PE,ABCAPITAL26OCT470PE,0.00,0.00,0.00,81.60,0.00,81.60,403.40,66.98,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67182,,ABCAPITAL,,2026-11-23,2026-11-23,360.00,PE,ABCAPITAL26NOV360PE,0.00,0.00,0.00,10.30,0.00,10.30,403.40,8.30,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78470,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,CE,ABCAPITAL26SEP440CE,0.20,0.25,0.20,0.25,0.25,0.30,403.40,0.25,551800,12400,25,34116120.00,15,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67070,,ABCAPITAL,,2026-10-27,2026-10-27,405.00,PE,ABCAPITAL26OCT405PE,12.75,12.75,12.60,12.60,12.60,12.15,403.40,19.78,18600,6200,3,3884145.00,3,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67201,,ABCAPITAL,,2026-11-23,2026-11-23,440.00,CE,ABCAPITAL26NOV440CE,0.00,0.00,0.00,23.55,0.00,23.55,403.40,14.77,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53043,,ABCAPITAL,,2026-10-27,2026-10-27,410.00,CE,ABCAPITAL26OCT410CE,10.35,10.35,9.40,9.85,9.70,10.40,403.40,9.85,170500,65100,35,45563490.00,24,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53020,,ABCAPITAL,,2026-10-27,2026-10-27,330.00,CE,ABCAPITAL26OCT330CE,0.00,0.00,0.00,73.50,0.00,73.50,403.40,76.42,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52975,,ABCAPITAL,,2026-09-29,2026-09-29,425.00,PE,ABCAPITAL26SEP425PE,0.00,0.00,0.00,21.65,21.65,21.65,403.40,23.72,37200,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52953,,ABCAPITAL,,2026-09-29,2026-09-29,355.00,PE,ABCAPITAL26SEP355PE,0.15,0.15,0.15,0.15,0.15,0.15,403.40,0.15,74400,-3100,1,1100965.00,1,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67170,,ABCAPITAL,,2026-11-23,2026-11-23,320.00,CE,ABCAPITAL26NOV320CE,0.00,0.00,0.00,98.75,0.00,98.75,403.40,88.82,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53049,,ABCAPITAL,,2026-10-27,2026-10-27,440.00,CE,ABCAPITAL26OCT440CE,2.50,2.50,2.45,2.45,2.45,3.75,403.40,8.37,18600,6200,4,5486535.00,4,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78402,,ABCAPITAL,,2026-09-29,2026-09-29,370.00,PE,ABCAPITAL26SEP370PE,0.45,0.45,0.20,0.25,0.25,0.35,403.40,0.25,666500,-18600,87,99859370.00,58,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78358,,ABCAPITAL,,2026-09-29,2026-09-29,330.00,CE,ABCAPITAL26SEP330CE,0.00,0.00,0.00,72.20,72.20,72.20,403.40,73.83,52700,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78360,,ABCAPITAL,,2026-09-29,2026-09-29,340.00,CE,ABCAPITAL26SEP340CE,63.75,63.90,63.75,63.90,63.90,63.15,403.40,63.85,31000,0,5,6259055.00,2,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78397,,ABCAPITAL,,2026-09-29,2026-09-29,370.00,CE,ABCAPITAL26SEP370CE,33.65,33.95,32.70,32.85,32.85,34.10,403.40,34.59,62000,3100,15,18758565.00,6,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52968,,ABCAPITAL,,2026-09-29,2026-09-29,405.00,CE,ABCAPITAL26SEP405CE,5.70,5.70,4.00,4.25,4.20,5.70,403.40,4.25,1016800,96100,818,1038526815.00,752,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,66931,,ABCAPITAL,,2026-10-27,2026-10-27,345.00,CE,ABCAPITAL26OCT345CE,0.00,0.00,0.00,73.70,0.00,73.70,403.40,62.73,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53041,,ABCAPITAL,,2026-10-27,2026-10-27,400.00,CE,ABCAPITAL26OCT400CE,15.60,15.60,14.20,14.45,14.45,15.50,403.40,14.45,316200,43400,25,32136770.00,25,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67198,,ABCAPITAL,,2026-11-23,2026-11-23,420.00,PE,ABCAPITAL26NOV420PE,0.00,0.00,0.00,34.35,0.00,34.35,403.40,33.62,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53046,,ABCAPITAL,,2026-10-27,2026-10-27,420.00,PE,ABCAPITAL26OCT420PE,20.40,20.85,20.40,20.85,20.85,20.95,403.40,20.85,46500,9300,4,5462355.00,4,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53028,,ABCAPITAL,,2026-10-27,2026-10-27,340.00,PE,ABCAPITAL26OCT340PE,0.00,0.00,0.00,9.45,0.00,9.45,403.40,1.68,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,66934,,ABCAPITAL,,2026-10-27,2026-10-27,345.00,PE,ABCAPITAL26OCT345PE,0.00,0.00,0.00,4.25,0.00,4.25,403.40,2.18,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67199,,ABCAPITAL,,2026-11-23,2026-11-23,430.00,CE,ABCAPITAL26NOV430CE,0.00,0.00,0.00,5.80,5.80,5.80,403.40,17.93,12400,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78359,,ABCAPITAL,,2026-09-29,2026-09-29,330.00,PE,ABCAPITAL26SEP330PE,0.05,0.10,0.05,0.05,0.10,0.05,403.40,0.05,55800,-40300,18,18417100.00,8,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52980,,ABCAPITAL,,2026-09-29,2026-09-29,445.00,PE,ABCAPITAL26SEP445PE,0.00,0.00,0.00,34.85,34.85,34.85,403.40,41.57,9300,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53031,,ABCAPITAL,,2026-10-27,2026-10-27,360.00,CE,ABCAPITAL26OCT360CE,0.00,0.00,0.00,52.15,0.00,52.15,403.40,50.00,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53037,,ABCAPITAL,,2026-10-27,2026-10-27,380.00,CE,ABCAPITAL26OCT380CE,26.60,26.60,26.60,26.60,26.60,19.50,403.40,35.12,24800,-3100,1,1260460.00,1,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67177,,ABCAPITAL,,2026-11-23,2026-11-23,350.00,PE,ABCAPITAL26NOV350PE,0.00,0.00,0.00,7.90,0.00,7.90,403.40,6.05,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53048,,ABCAPITAL,,2026-10-27,2026-10-27,430.00,PE,ABCAPITAL26OCT430PE,0.00,0.00,0.00,51.65,0.00,51.65,403.40,34.96,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53034,,ABCAPITAL,,2026-10-27,2026-10-27,360.00,PE,ABCAPITAL26OCT360PE,1.20,1.25,1.05,1.05,1.05,1.20,403.40,1.05,71300,6200,21,23512105.00,20,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78396,,ABCAPITAL,,2026-09-29,2026-09-29,360.00,PE,ABCAPITAL26SEP360PE,0.15,0.20,0.15,0.15,0.15,0.25,403.40,0.23,387500,0,16,17864060.00,14,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,52981,,ABCAPITAL,,2026-09-29,2026-09-29,455.00,CE,ABCAPITAL26SEP455CE,0.00,0.00,0.00,0.40,0.40,0.40,403.40,0.21,27900,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53022,,ABCAPITAL,,2026-10-27,2026-10-27,340.00,CE,ABCAPITAL26OCT340CE,0.00,0.00,0.00,65.95,0.00,65.95,403.40,67.20,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,67133,,ABCAPITAL,,2026-10-27,2026-10-27,445.00,CE,ABCAPITAL26OCT445CE,0.00,0.00,0.00,16.05,0.00,16.05,403.40,7.23,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78469,,ABCAPITAL,,2026-09-29,2026-09-29,430.00,PE,ABCAPITAL26SEP430PE,0.00,0.00,0.00,28.00,28.00,28.00,403.40,27.90,40300,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,78471,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,PE,ABCAPITAL26SEP440PE,0.00,0.00,0.00,32.50,32.50,32.50,403.40,36.87,40300,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53056,,ABCAPITAL,,2026-10-27,2026-10-27,460.00,PE,ABCAPITAL26OCT460PE,0.00,0.00,0.00,73.65,0.00,73.65,403.40,58.31,0,0,0,0.00,0,F1,3100,,,,,
2026-09-21,2026-09-21,FO,NSE,STO,53021,,ABCAPITAL,,2026-10-27,2026-10-27,330.00,PE,ABCAPITAL26OCT330PE,0.00,0.00,0.00,7.20,0.00,7.20,403.40,0.96,0,0,0,0.00,0,F1,3100,,,,,
