TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-18,2026-09-18,FO,NSE,IDO,69814,,BANKNIFTY,,2026-09-29,2026-09-29,57100.00,PE,BANKNIFTY26SEP57100PE,901.65,1012.00,746.00,803.30,813.00,1031.65,56358.70,803.30,74490,2250,1286,2235838116.00,1010,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69854,,BANKNIFTY,,2026-09-29,2026-09-29,58600.00,PE,BANKNIFTY26SEP58600PE,2192.95,2192.95,2192.95,2192.95,2192.95,2192.95,56358.70,2273.78,16080,-60,2,3647577.00,1,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69995,,BANKNIFTY,,2026-09-29,2026-09-29,59700.00,PE,BANKNIFTY26SEP59700PE,0.00,0.00,0.00,1934.75,1934.75,1934.75,56358.70,3277.11,630,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70020,,BANKNIFTY,,2026-09-29,2026-09-29,60500.00,PE,BANKNIFTY26SEP60500PE,4137.00,4137.00,4137.00,4137.00,4137.00,3955.00,56358.70,4049.21,9210,0,1,1939110.00,1,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70036,,BANKNIFTY,,2026-09-29,2026-09-29,61300.00,PE,BANKNIFTY26SEP61300PE,0.00,0.00,0.00,4144.70,0.00,4144.70,56358.70,4837.29,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70049,,BANKNIFTY,,2026-09-29,2026-09-29,61900.00,PE,BANKNIFTY26SEP61900PE,0.00,0.00,0.00,4563.60,0.00,4563.60,56358.70,5433.11,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52427,,BANKNIFTY,,2026-09-29,2026-09-29,67500.00,PE,BANKNIFTY26SEP67500PE,0.00,0.00,0.00,10990.00,10990.00,10990.00,56358.70,11020.98,2790,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49274,,BANKNIFTY,,2026-10-27,2026-10-27,48500.00,PE,BANKNIFTY26OCT48500PE,0.00,0.00,0.00,112.75,0.00,112.75,56358.70,7.99,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49332,,BANKNIFTY,,2026-10-27,2026-10-27,50800.00,PE,BANKNIFTY26OCT50800PE,0.00,0.00,0.00,309.20,0.00,309.20,56358.70,59.49,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49402,,BANKNIFTY,,2026-10-27,2026-10-27,53400.00,PE,BANKNIFTY26OCT53400PE,165.55,169.55,125.65,131.50,132.45,185.55,56358.70,131.50,20520,1980,423,679542963.00,257,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49462,,BANKNIFTY,,2026-10-27,2026-10-27,55700.00,PE,BANKNIFTY26OCT55700PE,559.55,594.60,461.05,483.20,489.25,617.05,56358.70,483.20,1980,660,136,229389379.50,82,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49472,,BANKNIFTY,,2026-10-27,2026-10-27,56200.00,PE,BANKNIFTY26OCT56200PE,732.30,775.00,610.45,637.05,644.05,791.00,56358.70,637.05,13410,1380,511,872349364.50,378,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49498,,BANKNIFTY,,2026-10-27,2026-10-27,57100.00,PE,BANKNIFTY26OCT57100PE,1121.90,1179.00,965.40,1008.55,998.30,1199.90,56358.70,1008.55,7860,2730,120,209312457.00,98,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49516,,BANKNIFTY,,2026-10-27,2026-10-27,57800.00,PE,BANKNIFTY26OCT57800PE,1406.65,1406.65,1406.65,1406.65,1406.65,1439.75,56358.70,2042.66,5850,30,1,1776199.50,1,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49592,,BANKNIFTY,,2026-10-27,2026-10-27,60800.00,PE,BANKNIFTY26OCT60800PE,0.00,0.00,0.00,4308.55,0.00,4308.55,56358.70,4301.93,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62190,,BANKNIFTY,,2026-11-23,2026-11-23,56300.00,PE,BANKNIFTY26NOV56300PE,0.00,0.00,0.00,1378.50,0.00,1378.50,56358.70,1537.20,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62200,,BANKNIFTY,,2026-11-23,2026-11-23,56600.00,PE,BANKNIFTY26NOV56600PE,0.00,0.00,0.00,1493.05,0.00,1493.05,56358.70,1676.55,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62322,,BANKNIFTY,,2026-11-23,2026-11-23,60700.00,PE,BANKNIFTY26NOV60700PE,0.00,0.00,0.00,3660.45,0.00,3660.45,56358.70,4287.30,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62488,,BANKNIFTY,,2026-11-23,2026-11-23,62500.00,PE,BANKNIFTY26NOV62500PE,0.00,0.00,0.00,4940.60,0.00,4940.60,56358.70,5768.96,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62518,,BANKNIFTY,,2026-11-23,2026-11-23,62900.00,PE,BANKNIFTY26NOV62900PE,0.00,0.00,0.00,5244.80,0.00,5244.80,56358.70,6117.41,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62552,,BANKNIFTY,,2026-11-23,2026-11-23,63500.00,PE,BANKNIFTY26NOV63500PE,0.00,0.00,0.00,5717.70,0.00,5717.70,56358.70,6650.61,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,53245,,BANKNIFTY,,2026-12-29,2026-12-29,61500.00,PE,BANKNIFTY26DEC61500PE,4136.45,4136.45,4136.45,4136.45,4136.45,4208.55,56358.70,4976.31,330,0,2,3938187.00,2,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,53247,,BANKNIFTY,,2026-12-29,2026-12-29,63000.00,PE,BANKNIFTY26DEC63000PE,0.00,0.00,0.00,5201.00,5201.00,5201.00,56358.70,6151.80,2220,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,76424,,BANKNIFTY,,2027-03-30,2027-03-30,61500.00,PE,BANKNIFTY27MAR61500PE,0.00,0.00,0.00,8564.80,0.00,8564.80,56358.70,5088.49,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49697,,BANKNIFTY,,2026-10-27,2026-10-27,65000.00,CE,BANKNIFTY26OCT65000CE,10.95,11.00,9.55,10.05,10.00,11.25,56358.70,10.05,42450,1260,86,167726080.50,46,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70038,,BANKNIFTY,,2026-09-29,2026-09-29,61400.00,PE,BANKNIFTY26SEP61400PE,0.00,0.00,0.00,4213.25,0.00,4213.25,56358.70,4936.40,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69651,,BANKNIFTY,,2026-09-29,2026-09-29,51200.00,PE,BANKNIFTY26SEP51200PE,10.00,10.00,6.35,7.15,7.45,9.70,56358.70,7.15,2370,-2700,251,385594482.00,73,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70765,,BANKNIFTY,,2027-06-29,2027-06-29,51000.00,CE,BANKNIFTY27JUN51000CE,0.00,0.00,0.00,10793.90,0.00,10793.90,56358.70,8783.57,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,76425,,BANKNIFTY,,2027-03-30,2027-03-30,63000.00,CE,BANKNIFTY27MAR63000CE,420.00,420.00,420.00,420.00,420.00,460.00,56358.70,1537.46,10350,0,1,1902600.00,1,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,76402,,BANKNIFTY,,2027-03-30,2027-03-30,60000.00,CE,BANKNIFTY27MAR60000CE,1200.00,1200.00,1077.55,1140.00,1140.00,1300.00,56358.70,1140.00,660,630,26,47695552.50,24,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,53218,,BANKNIFTY,,2026-12-29,2026-12-29,49500.00,CE,BANKNIFTY26DEC49500CE,0.00,0.00,0.00,12801.50,0.00,12801.50,56358.70,7916.62,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62339,,BANKNIFTY,,2026-11-23,2026-11-23,61200.00,CE,BANKNIFTY26NOV61200CE,0.00,0.00,0.00,1220.85,0.00,1220.85,56358.70,537.04,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62309,,BANKNIFTY,,2026-11-23,2026-11-23,60300.00,CE,BANKNIFTY26NOV60300CE,0.00,0.00,0.00,1511.35,0.00,1511.35,56358.70,726.86,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62145,,BANKNIFTY,,2026-11-23,2026-11-23,54500.00,CE,BANKNIFTY26NOV54500CE,0.00,0.00,0.00,4640.20,0.00,4640.20,56358.70,3334.65,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62131,,BANKNIFTY,,2026-11-23,2026-11-23,53900.00,CE,BANKNIFTY26NOV53900CE,0.00,0.00,0.00,5084.80,0.00,5084.80,56358.70,3760.36,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62123,,BANKNIFTY,,2026-11-23,2026-11-23,53800.00,CE,BANKNIFTY26NOV53800CE,0.00,0.00,0.00,5161.15,0.00,5161.15,56358.70,3833.61,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62065,,BANKNIFTY,,2026-11-23,2026-11-23,51600.00,CE,BANKNIFTY26NOV51600CE,0.00,0.00,0.00,6965.95,0.00,6965.95,56358.70,5600.57,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,61967,,BANKNIFTY,,2026-11-23,2026-11-23,49000.00,CE,BANKNIFTY26NOV49000CE,0.00,0.00,0.00,7583.70,7583.70,7583.70,56358.70,7976.16,330,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62429,,BANKNIFTY,,2026-11-23,2026-11-23,61900.00,PE,BANKNIFTY26NOV61900PE,0.00,0.00,0.00,4492.70,0.00,4492.70,56358.70,5258.23,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70795,,BANKNIFTY,,2027-06-29,2027-06-29,58500.00,PE,BANKNIFTY27JUN58500PE,0.00,0.00,0.00,3574.05,0.00,3574.05,56358.70,3543.41,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69682,,BANKNIFTY,,2026-09-29,2026-09-29,52900.00,CE,BANKNIFTY26SEP52900CE,0.00,0.00,0.00,5994.30,0.00,5994.30,56358.70,3573.15,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69692,,BANKNIFTY,,2026-09-29,2026-09-29,53400.00,CE,BANKNIFTY26SEP53400CE,0.00,0.00,0.00,5600.15,0.00,5600.15,56358.70,3094.17,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69706,,BANKNIFTY,,2026-09-29,2026-09-29,54200.00,CE,BANKNIFTY26SEP54200CE,0.00,0.00,0.00,2460.65,2460.65,2460.65,56358.70,2361.81,30,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69708,,BANKNIFTY,,2026-09-29,2026-09-29,54300.00,CE,BANKNIFTY26SEP54300CE,0.00,0.00,0.00,2210.00,2210.00,2210.00,56358.70,2274.42,240,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69795,,BANKNIFTY,,2026-09-29,2026-09-29,56200.00,CE,BANKNIFTY26SEP56200CE,600.10,738.75,572.45,656.70,645.65,610.95,56358.70,656.70,137100,-40410,88264,150516225022.50,59571,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69803,,BANKNIFTY,,2026-09-29,2026-09-29,56600.00,CE,BANKNIFTY26SEP56600CE,416.95,495.00,377.20,427.95,421.05,406.70,56358.70,427.95,148470,-20220,30955,52967451556.50,24893,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69913,,BANKNIFTY,,2026-09-29,2026-09-29,59300.00,CE,BANKNIFTY26SEP59300CE,18.70,18.70,11.00,11.70,11.50,16.55,56358.70,11.70,38730,-3450,3294,5861325334.50,1702,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70105,,BANKNIFTY,,2026-09-29,2026-09-29,63500.00,CE,BANKNIFTY26SEP63500CE,2.45,3.10,1.75,2.20,1.75,2.70,56358.70,2.20,36720,-1530,354,674395360.50,153,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70119,,BANKNIFTY,,2026-09-29,2026-09-29,64200.00,CE,BANKNIFTY26SEP64200CE,4.95,4.95,1.80,2.25,2.70,2.95,56358.70,2.25,9690,-150,50,96304132.50,30,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49383,,BANKNIFTY,,2026-10-27,2026-10-27,52800.00,CE,BANKNIFTY26OCT52800CE,0.00,0.00,0.00,5388.75,0.00,5388.75,56358.70,4144.33,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49391,,BANKNIFTY,,2026-10-27,2026-10-27,53200.00,CE,BANKNIFTY26OCT53200CE,0.00,0.00,0.00,5084.25,0.00,5084.25,56358.70,3807.29,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49409,,BANKNIFTY,,2026-10-27,2026-10-27,53700.00,CE,BANKNIFTY26OCT53700CE,0.00,0.00,0.00,4717.85,0.00,4717.85,56358.70,3402.37,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49419,,BANKNIFTY,,2026-10-27,2026-10-27,54200.00,CE,BANKNIFTY26OCT54200CE,0.00,0.00,0.00,3923.80,3923.80,3923.80,56358.70,3017.78,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49508,,BANKNIFTY,,2026-10-27,2026-10-27,57600.00,CE,BANKNIFTY26OCT57600CE,530.00,533.50,463.45,496.35,490.40,488.75,56358.70,496.35,14910,5100,531,925512271.50,374,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49663,,BANKNIFTY,,2026-10-27,2026-10-27,63700.00,CE,BANKNIFTY26OCT63700CE,0.00,0.00,0.00,560.70,0.00,560.70,56358.70,54.63,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49713,,BANKNIFTY,,2026-10-27,2026-10-27,65500.00,CE,BANKNIFTY26OCT65500CE,10.20,10.20,8.80,8.80,8.80,10.35,56358.70,8.80,9510,3180,120,235833870.00,40,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,61991,,BANKNIFTY,,2026-11-23,2026-11-23,49500.00,CE,BANKNIFTY26NOV49500CE,0.00,0.00,0.00,8860.35,0.00,8860.35,56358.70,7503.58,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62087,,BANKNIFTY,,2026-11-23,2026-11-23,52500.00,CE,BANKNIFTY26NOV52500CE,0.00,0.00,0.00,6200.90,0.00,6200.90,56358.70,4842.49,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62102,,BANKNIFTY,,2026-11-23,2026-11-23,53200.00,CE,BANKNIFTY26NOV53200CE,0.00,0.00,0.00,5630.60,0.00,5630.60,56358.70,4284.56,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62113,,BANKNIFTY,,2026-11-23,2026-11-23,53600.00,CE,BANKNIFTY26NOV53600CE,0.00,0.00,0.00,5315.55,0.00,5315.55,56358.70,3979.80,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62149,,BANKNIFTY,,2026-11-23,2026-11-23,54700.00,CE,BANKNIFTY26NOV54700CE,0.00,0.00,0.00,4495.70,0.00,4495.70,56358.70,3199.70,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62203,,BANKNIFTY,,2026-11-23,2026-11-23,56800.00,CE,BANKNIFTY26NOV56800CE,1318.00,1319.15,1259.25,1293.95,1293.95,1263.90,56358.70,1977.73,900,0,14,24399742.50,8,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62281,,BANKNIFTY,,2026-11-23,2026-11-23,59200.00,CE,BANKNIFTY26NOV59200CE,0.00,0.00,0.00,1933.35,0.00,1933.35,56358.70,1021.03,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62293,,BANKNIFTY,,2026-11-23,2026-11-23,59600.00,CE,BANKNIFTY26NOV59600CE,0.00,0.00,0.00,677.10,677.10,677.10,56358.70,903.73,30,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62305,,BANKNIFTY,,2026-11-23,2026-11-23,60100.00,CE,BANKNIFTY26NOV60100CE,0.00,0.00,0.00,1582.45,0.00,1582.45,56358.70,774.68,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62307,,BANKNIFTY,,2026-11-23,2026-11-23,60200.00,CE,BANKNIFTY26NOV60200CE,0.00,0.00,0.00,1546.60,0.00,1546.60,56358.70,750.46,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62337,,BANKNIFTY,,2026-11-23,2026-11-23,61100.00,CE,BANKNIFTY26NOV61100CE,0.00,0.00,0.00,1250.85,0.00,1250.85,56358.70,555.70,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62341,,BANKNIFTY,,2026-11-23,2026-11-23,61300.00,CE,BANKNIFTY26NOV61300CE,0.00,0.00,0.00,1191.45,0.00,1191.45,56358.70,518.89,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62551,,BANKNIFTY,,2026-11-23,2026-11-23,63500.00,CE,BANKNIFTY26NOV63500CE,0.00,0.00,0.00,675.20,0.00,675.20,56358.70,230.85,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,76394,,BANKNIFTY,,2027-03-30,2027-03-30,54000.00,CE,BANKNIFTY27MAR54000CE,0.00,0.00,0.00,3970.55,0.00,3970.55,56358.70,5585.96,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70788,,BANKNIFTY,,2027-06-29,2027-06-29,55500.00,CE,BANKNIFTY27JUN55500CE,0.00,0.00,0.00,7792.30,0.00,7792.30,56358.70,5787.53,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69647,,BANKNIFTY,,2026-09-29,2026-09-29,50900.00,PE,BANKNIFTY26SEP50900PE,11.00,12.50,4.50,6.90,5.85,9.90,56358.70,6.90,300,270,164,250464052.50,61,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69655,,BANKNIFTY,,2026-09-29,2026-09-29,51400.00,PE,BANKNIFTY26SEP51400PE,11.30,11.90,7.05,8.00,8.60,12.60,56358.70,8.00,9750,-870,378,582982603.50,170,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69659,,BANKNIFTY,,2026-09-29,2026-09-29,51600.00,PE,BANKNIFTY26SEP51600PE,14.00,14.85,8.45,8.95,9.10,13.95,56358.70,8.95,4830,-330,173,267855667.50,85,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69689,,BANKNIFTY,,2026-09-29,2026-09-29,53200.00,PE,BANKNIFTY26SEP53200PE,33.75,33.75,16.15,18.35,16.95,33.05,56358.70,18.35,25350,21090,1969,3143851863.00,1130,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69701,,BANKNIFTY,,2026-09-29,2026-09-29,53800.00,PE,BANKNIFTY26SEP53800PE,36.85,48.20,24.50,27.30,29.00,53.35,56358.70,27.30,39240,6060,5705,9213607663.50,2216,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69707,,BANKNIFTY,,2026-09-29,2026-09-29,54200.00,PE,BANKNIFTY26SEP54200PE,54.85,69.80,34.25,38.05,38.65,76.50,56358.70,38.05,68730,28170,7838,12755684274.00,3448,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69762,,BANKNIFTY,,2026-09-29,2026-09-29,54700.00,PE,BANKNIFTY26SEP54700PE,124.55,124.55,56.65,63.20,64.00,121.55,56358.70,63.20,53820,4260,11094,18232923301.50,7508,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69798,,BANKNIFTY,,2026-09-29,2026-09-29,56300.00,PE,BANKNIFTY26SEP56300PE,499.90,538.00,338.00,373.70,372.35,538.80,56358.70,373.70,312360,90300,106965,182067970038.00,77101,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69800,,BANKNIFTY,,2026-09-29,2026-09-29,56400.00,PE,BANKNIFTY26SEP56400PE,521.30,587.40,375.05,414.60,413.15,583.30,56358.70,414.60,169020,58950,68680,117156073893.00,50045,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,69918,,BANKNIFTY,,2026-09-29,2026-09-29,59400.00,PE,BANKNIFTY26SEP59400PE,0.00,0.00,0.00,1735.50,1735.50,1735.50,56358.70,2994.83,3570,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70010,,BANKNIFTY,,2026-09-29,2026-09-29,59900.00,PE,BANKNIFTY26SEP59900PE,0.00,0.00,0.00,2464.80,2464.80,2464.80,56358.70,3467.87,510,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70022,,BANKNIFTY,,2026-09-29,2026-09-29,60600.00,PE,BANKNIFTY26SEP60600PE,0.00,0.00,0.00,3680.35,0.00,3680.35,56358.70,4147.09,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70024,,BANKNIFTY,,2026-09-29,2026-09-29,60700.00,PE,BANKNIFTY26SEP60700PE,0.00,0.00,0.00,3745.00,0.00,3745.00,56358.70,4245.20,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70092,,BANKNIFTY,,2026-09-29,2026-09-29,62700.00,PE,BANKNIFTY26SEP62700PE,0.00,0.00,0.00,5153.10,0.00,5153.10,56358.70,6230.13,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,70098,,BANKNIFTY,,2026-09-29,2026-09-29,63100.00,PE,BANKNIFTY26SEP63100PE,0.00,0.00,0.00,5455.60,0.00,5455.60,56358.70,6629.12,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,52440,,BANKNIFTY,,2026-09-29,2026-09-29,69000.00,PE,BANKNIFTY26SEP69000PE,0.00,0.00,0.00,12250.00,12250.00,12250.00,56358.70,12518.31,3150,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49386,,BANKNIFTY,,2026-10-27,2026-10-27,52900.00,PE,BANKNIFTY26OCT52900PE,0.00,0.00,0.00,661.70,0.00,661.70,56358.70,244.33,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49392,,BANKNIFTY,,2026-10-27,2026-10-27,53200.00,PE,BANKNIFTY26OCT53200PE,0.00,0.00,0.00,729.60,0.00,729.60,56358.70,290.55,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49426,,BANKNIFTY,,2026-10-27,2026-10-27,54500.00,PE,BANKNIFTY26OCT54500PE,313.85,314.50,235.00,245.70,249.60,332.80,56358.70,245.70,38730,2940,939,1542997623.00,714,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49428,,BANKNIFTY,,2026-10-27,2026-10-27,54600.00,PE,BANKNIFTY26OCT54600PE,0.00,0.00,0.00,1113.35,0.00,1113.35,56358.70,599.49,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62093,,BANKNIFTY,,2026-11-23,2026-11-23,52800.00,CE,BANKNIFTY26NOV52800CE,0.00,0.00,0.00,5953.65,0.00,5953.65,56358.70,4599.71,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62079,,BANKNIFTY,,2026-11-23,2026-11-23,52100.00,CE,BANKNIFTY26NOV52100CE,0.00,0.00,0.00,6536.80,0.00,6536.80,56358.70,5174.17,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62071,,BANKNIFTY,,2026-11-23,2026-11-23,51700.00,CE,BANKNIFTY26NOV51700CE,0.00,0.00,0.00,6879.35,0.00,6879.35,56358.70,5514.31,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62048,,BANKNIFTY,,2026-11-23,2026-11-23,51200.00,CE,BANKNIFTY26NOV51200CE,0.00,0.00,0.00,7316.15,0.00,7316.15,56358.70,5950.24,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,62035,,BANKNIFTY,,2026-11-23,2026-11-23,51000.00,CE,BANKNIFTY26NOV51000CE,0.00,0.00,0.00,7493.35,0.00,7493.35,56358.70,6127.67,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49645,,BANKNIFTY,,2026-10-27,2026-10-27,62900.00,CE,BANKNIFTY26OCT62900CE,0.00,0.00,0.00,695.15,0.00,695.15,56358.70,87.75,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49615,,BANKNIFTY,,2026-10-27,2026-10-27,61800.00,CE,BANKNIFTY26OCT61800CE,0.00,0.00,0.00,924.50,0.00,924.50,56358.70,161.55,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49577,,BANKNIFTY,,2026-10-27,2026-10-27,60200.00,CE,BANKNIFTY26OCT60200CE,0.00,0.00,0.00,1355.75,0.00,1355.75,56358.70,360.07,0,0,0,0.00,0,F1,30,,,,,
2026-09-18,2026-09-18,FO,NSE,IDO,49565,,BANKNIFTY,,2026-10-27,2026-10-27,59700.00,CE,BANKNIFTY26OCT59700CE,0.00,0.00,0.00,1519.80,0.00,1519.80,56358.70,452.96,0,0,0,0.00,0,F1,30,,,,,
