TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-18,2026-09-18,FO,NSE,STO,66934,,ABCAPITAL,,2026-10-27,2026-10-27,345.00,PE,ABCAPITAL26OCT345PE,0.00,0.00,0.00,4.25,0.00,4.25,410.04,1.94,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53034,,ABCAPITAL,,2026-10-27,2026-10-27,360.00,PE,ABCAPITAL26OCT360PE,2.00,2.00,1.20,1.20,1.20,2.60,410.04,1.20,65100,12400,15,16806495.00,14,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53048,,ABCAPITAL,,2026-10-27,2026-10-27,430.00,PE,ABCAPITAL26OCT430PE,0.00,0.00,0.00,51.65,0.00,51.65,410.04,31.48,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67177,,ABCAPITAL,,2026-11-23,2026-11-23,350.00,PE,ABCAPITAL26NOV350PE,0.00,0.00,0.00,7.90,0.00,7.90,410.04,5.42,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67201,,ABCAPITAL,,2026-11-23,2026-11-23,440.00,CE,ABCAPITAL26NOV440CE,0.00,0.00,0.00,23.55,0.00,23.55,410.04,17.96,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78470,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,CE,ABCAPITAL26SEP440CE,0.15,0.35,0.15,0.30,0.30,0.20,410.04,0.30,539400,-62000,98,133755855.00,71,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52985,,ABCAPITAL,,2026-09-29,2026-09-29,465.00,CE,ABCAPITAL26SEP465CE,0.25,0.25,0.15,0.15,0.15,0.20,410.04,0.46,6200,-6200,4,5768480.00,3,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53020,,ABCAPITAL,,2026-10-27,2026-10-27,330.00,CE,ABCAPITAL26OCT330CE,0.00,0.00,0.00,73.50,0.00,73.50,410.04,83.13,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53043,,ABCAPITAL,,2026-10-27,2026-10-27,410.00,CE,ABCAPITAL26OCT410CE,7.40,11.30,7.20,10.40,10.35,6.05,410.04,10.40,105400,40300,30,39077050.00,28,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53047,,ABCAPITAL,,2026-10-27,2026-10-27,430.00,CE,ABCAPITAL26OCT430CE,2.45,4.95,2.40,4.70,4.70,2.40,410.04,4.70,105400,37200,26,34992025.00,25,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67182,,ABCAPITAL,,2026-11-23,2026-11-23,360.00,PE,ABCAPITAL26NOV360PE,0.00,0.00,0.00,10.30,0.00,10.30,410.04,7.44,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53058,,ABCAPITAL,,2026-10-27,2026-10-27,470.00,PE,ABCAPITAL26OCT470PE,0.00,0.00,0.00,81.60,0.00,81.60,410.04,61.69,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67070,,ABCAPITAL,,2026-10-27,2026-10-27,405.00,PE,ABCAPITAL26OCT405PE,11.50,12.15,11.50,12.15,12.15,22.35,410.04,12.15,12400,12400,4,5170490.00,4,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52977,,ABCAPITAL,,2026-09-29,2026-09-29,435.00,PE,ABCAPITAL26SEP435PE,39.20,39.20,36.45,36.45,36.45,46.80,410.04,27.59,43400,-3100,2,2931515.00,2,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52967,,ABCAPITAL,,2026-09-29,2026-09-29,395.00,PE,ABCAPITAL26SEP395PE,7.00,7.30,2.55,2.90,2.75,8.95,410.04,2.90,765700,353400,1242,1536186090.00,1018,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67252,,ABCAPITAL,,2026-11-23,2026-11-23,460.00,CE,ABCAPITAL26NOV460CE,0.00,0.00,0.00,17.30,0.00,17.30,410.04,12.30,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STF,68415,,ABCAPITAL,,2026-09-29,2026-09-29,,,ABCAPITAL26SEPFUT,393.50,405.30,390.85,403.80,404.50,390.65,410.04,403.80,36161500,-750200,3343,4158743930.00,2579,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78403,,ABCAPITAL,,2026-09-29,2026-09-29,380.00,CE,ABCAPITAL26SEP380CE,15.75,25.50,15.50,24.45,24.95,13.50,410.04,24.45,310000,-71300,114,141671240.00,110,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78472,,ABCAPITAL,,2026-09-29,2026-09-29,450.00,CE,ABCAPITAL26SEP450CE,0.15,0.20,0.15,0.15,0.15,0.15,410.04,1.34,709900,-102300,52,72567280.00,32,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52981,,ABCAPITAL,,2026-09-29,2026-09-29,455.00,CE,ABCAPITAL26SEP455CE,0.40,0.40,0.40,0.40,0.40,0.20,410.04,0.95,27900,-3100,4,5646960.00,2,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53021,,ABCAPITAL,,2026-10-27,2026-10-27,330.00,PE,ABCAPITAL26OCT330PE,0.00,0.00,0.00,7.20,0.00,7.20,410.04,0.87,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,66940,,ABCAPITAL,,2026-10-27,2026-10-27,375.00,PE,ABCAPITAL26OCT375PE,0.00,0.00,0.00,4.25,4.25,4.25,410.04,6.94,3100,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53056,,ABCAPITAL,,2026-10-27,2026-10-27,460.00,PE,ABCAPITAL26OCT460PE,0.00,0.00,0.00,73.65,0.00,73.65,410.04,53.41,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67193,,ABCAPITAL,,2026-11-23,2026-11-23,400.00,PE,ABCAPITAL26NOV400PE,13.70,13.75,13.70,13.70,13.70,20.00,410.04,20.72,9300,-3100,3,3847565.00,3,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53022,,ABCAPITAL,,2026-10-27,2026-10-27,340.00,CE,ABCAPITAL26OCT340CE,0.00,0.00,0.00,65.95,0.00,65.95,410.04,73.84,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67133,,ABCAPITAL,,2026-10-27,2026-10-27,445.00,CE,ABCAPITAL26OCT445CE,0.00,0.00,0.00,16.05,0.00,16.05,410.04,9.85,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78469,,ABCAPITAL,,2026-09-29,2026-09-29,430.00,PE,ABCAPITAL26SEP430PE,31.45,31.45,28.00,28.00,28.00,50.30,410.04,23.71,40300,6200,6,8550885.00,3,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78471,,ABCAPITAL,,2026-09-29,2026-09-29,440.00,PE,ABCAPITAL26SEP440PE,0.00,0.00,0.00,32.50,32.50,32.50,410.04,31.71,40300,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67285,,ABCAPITAL,,2026-11-23,2026-11-23,480.00,CE,ABCAPITAL26NOV480CE,1.85,10.20,0.80,1.55,1.55,1.40,410.04,8.19,27900,12400,71,106116875.00,35,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53029,,ABCAPITAL,,2026-10-27,2026-10-27,350.00,CE,ABCAPITAL26OCT350CE,0.00,0.00,0.00,58.80,0.00,58.80,410.04,64.87,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53018,,ABCAPITAL,,2026-10-27,2026-10-27,320.00,CE,ABCAPITAL26OCT320CE,0.00,0.00,0.00,81.50,0.00,81.50,410.04,92.67,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78505,,ABCAPITAL,,2026-09-29,2026-09-29,480.00,CE,ABCAPITAL26SEP480CE,0.00,0.00,0.00,0.15,0.15,0.15,410.04,0.14,9300,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52976,,ABCAPITAL,,2026-09-29,2026-09-29,435.00,CE,ABCAPITAL26SEP435CE,0.75,0.95,0.20,0.40,0.40,0.20,410.04,0.40,316200,-37200,50,67482970.00,40,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78460,,ABCAPITAL,,2026-09-29,2026-09-29,390.00,CE,ABCAPITAL26SEP390CE,8.05,16.65,8.05,15.55,15.75,7.10,410.04,15.55,722300,-186000,836,1041887835.00,740,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67189,,ABCAPITAL,,2026-11-23,2026-11-23,380.00,PE,ABCAPITAL26NOV380PE,6.30,6.30,6.30,6.30,6.30,16.35,410.04,12.97,3100,3100,1,1197530.00,1,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67202,,ABCAPITAL,,2026-11-23,2026-11-23,440.00,PE,ABCAPITAL26NOV440PE,0.00,0.00,0.00,46.15,0.00,46.15,410.04,42.92,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52974,,ABCAPITAL,,2026-09-29,2026-09-29,425.00,CE,ABCAPITAL26SEP425CE,0.50,1.05,0.45,0.95,0.95,0.35,410.04,0.95,415400,-145700,429,566278705.00,254,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78491,,ABCAPITAL,,2026-09-29,2026-09-29,460.00,CE,ABCAPITAL26SEP460CE,0.10,0.30,0.10,0.15,0.15,0.05,410.04,0.67,148800,-15500,21,29958555.00,13,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,67088,,ABCAPITAL,,2026-10-27,2026-10-27,415.00,CE,ABCAPITAL26OCT415CE,0.00,0.00,0.00,27.50,0.00,27.50,410.04,20.44,0,0,0,0.00,0,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,53030,,ABCAPITAL,,2026-10-27,2026-10-27,350.00,PE,ABCAPITAL26OCT350PE,1.30,1.30,0.75,0.90,0.90,1.55,410.04,0.90,136400,-31000,22,23938355.00,19,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,78464,,ABCAPITAL,,2026-09-29,2026-09-29,410.00,CE,ABCAPITAL26SEP410CE,1.70,4.30,1.40,3.75,3.85,1.30,410.04,3.75,1894100,-204600,2138,2739352820.00,1713,F1,3100,,,,,
2026-09-18,2026-09-18,FO,NSE,STO,52952,,ABCAPITAL,,2026-09-29,2026-09-29,355.00,CE,ABCAPITAL26SEP355CE,44.40,44.60,44.40,44.60,44.60,31.45,410.04,55.85,37200,27900,9,11146360.00,3,F1,3100,,,,,
